model,set_id,category,title,id,tokenization_type,token_count,char_count,info_density,entropy,normalized_entropy,performance
Qwen/Qwen2.5-7B-Instruct,22,Multi-linguality,Swahili Noun Classes,22_Q3,english_translation,50,247,4.94,4.901467880199449,0.9634405268687567,1.0
Qwen/Qwen2.5-7B-Instruct,22,Multi-linguality,Swahili Noun Classes,22_Q4,swahili_alternative_phrasing,70,245,3.5,5.291723152900815,0.9635587587798714,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,22,Multi-linguality,Swahili Noun Classes,22_Q1,swahili_standard,48,208,4.333333333333333,4.871115365169276,0.9742230730338551,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,22,Multi-linguality,Swahili Noun Classes,22_Q2,swahili_morpheme_split,48,214,4.458333333333333,4.871115365169276,0.9742230730338551,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,22,Multi-linguality,Swahili Noun Classes,22_Q3,english_translation,32,215,6.71875,4.375,0.9810667309518926,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,22,Multi-linguality,Swahili Noun Classes,22_Q4,swahili_alternative_phrasing,50,213,4.26,4.853660689688187,0.9707321379376375,1.0
Qwen/Qwen2.5-0.5B-Instruct,22,Multi-linguality,Swahili Noun Classes,22_Q1,swahili_standard,68,240,3.5294117647058822,5.302402870878956,0.9655034062041222,1.0
Qwen/Qwen2.5-0.5B-Instruct,22,Multi-linguality,Swahili Noun Classes,22_Q2,swahili_morpheme_split,68,246,3.6176470588235294,5.302402870878956,0.9655034062041222,1.0
Qwen/Qwen2.5-0.5B-Instruct,22,Multi-linguality,Swahili Noun Classes,22_Q3,english_translation,50,247,4.94,4.901467880199449,0.9634405268687567,1.0
Qwen/Qwen2.5-0.5B-Instruct,22,Multi-linguality,Swahili Noun Classes,22_Q4,swahili_alternative_phrasing,70,245,3.5,5.291723152900815,0.9635587587798714,1.0
Qwen/Qwen2.5-7B-Instruct,23,Multi-linguality,Thai Script,23_Q1,thai_standard,52,216,4.153846153846154,5.116506487821856,0.9680448669662931,1.0
Qwen/Qwen2.5-7B-Instruct,23,Multi-linguality,Thai Script,23_Q2,thai_word_split,66,231,3.5,4.871908089278849,0.9154404197905575,1.0
Qwen/Qwen2.5-7B-Instruct,23,Multi-linguality,Thai Script,23_Q3,thai_transliterated,66,250,3.787878787878788,5.228116801465622,0.9634835449072454,1.0
Qwen/Qwen2.5-7B-Instruct,23,Multi-linguality,Thai Script,23_Q4,english_translation,46,226,4.913043478260869,4.716618141301278,0.9612234162144296,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,23,Multi-linguality,Thai Script,23_Q1,thai_standard,29,184,6.344827586206897,4.306256857196538,0.9804065696308949,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,23,Multi-linguality,Thai Script,23_Q2,thai_word_split,41,199,4.853658536585366,4.820966638764424,0.982489123168755,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,23,Multi-linguality,Thai Script,23_Q3,thai_transliterated,48,218,4.541666666666667,4.819235677759419,0.9727583195796057,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,23,Multi-linguality,Thai Script,23_Q4,english_translation,28,194,6.928571428571429,4.093069207771891,0.9815690225498449,1.0
Qwen/Qwen2.5-0.5B-Instruct,23,Multi-linguality,Thai Script,23_Q1,thai_standard,52,216,4.153846153846154,5.116506487821856,0.9680448669662931,1.0
Qwen/Qwen2.5-0.5B-Instruct,23,Multi-linguality,Thai Script,23_Q2,thai_word_split,66,231,3.5,4.871908089278849,0.9154404197905575,1.0
Qwen/Qwen2.5-0.5B-Instruct,23,Multi-linguality,Thai Script,23_Q3,thai_transliterated,66,250,3.787878787878788,5.228116801465622,0.9634835449072454,0.0
Qwen/Qwen2.5-0.5B-Instruct,23,Multi-linguality,Thai Script,23_Q4,english_translation,46,226,4.913043478260869,4.716618141301278,0.9612234162144296,1.0
Qwen/Qwen2.5-7B-Instruct,24,Multi-linguality,Telugu Script,24_Q1,telugu_standard,116,205,1.7672413793103448,4.82162611993763,0.8729197134559781,1.0
Qwen/Qwen2.5-7B-Instruct,24,Multi-linguality,Telugu Script,24_Q2,telugu_partial_split,116,207,1.7844827586206897,4.8512931838308555,0.8782907157420471,1.0
Qwen/Qwen2.5-7B-Instruct,24,Multi-linguality,Telugu Script,24_Q3,telugu_transliterated,49,211,4.3061224489795915,4.857170752711868,0.9628848654136493,1.0
Qwen/Qwen2.5-7B-Instruct,24,Multi-linguality,Telugu Script,24_Q4,english_translation,49,226,4.612244897959184,4.816354426181254,0.9632708852362508,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,24,Multi-linguality,Telugu Script,24_Q1,telugu_standard,111,173,1.5585585585585586,4.0316845372824845,0.7992405910177444,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,24,Multi-linguality,Telugu Script,24_Q2,telugu_partial_split,111,175,1.5765765765765767,4.074338987188108,0.8076964033306507,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,24,Multi-linguality,Telugu Script,24_Q3,telugu_transliterated,31,179,5.774193548387097,4.309035020064295,0.9810390746619178,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,24,Multi-linguality,Telugu Script,24_Q4,english_translation,31,194,6.258064516129032,4.244518891032037,0.9820891967298352,1.0
Qwen/Qwen2.5-0.5B-Instruct,24,Multi-linguality,Telugu Script,24_Q1,telugu_standard,116,205,1.7672413793103448,4.82162611993763,0.8729197134559781,1.0
Qwen/Qwen2.5-0.5B-Instruct,24,Multi-linguality,Telugu Script,24_Q2,telugu_partial_split,116,207,1.7844827586206897,4.8512931838308555,0.8782907157420471,1.0
Qwen/Qwen2.5-0.5B-Instruct,24,Multi-linguality,Telugu Script,24_Q3,telugu_transliterated,49,211,4.3061224489795915,4.857170752711868,0.9628848654136493,0.0
Qwen/Qwen2.5-0.5B-Instruct,24,Multi-linguality,Telugu Script,24_Q4,english_translation,49,226,4.612244897959184,4.816354426181254,0.9632708852362508,1.0
Qwen/Qwen2.5-7B-Instruct,25,Number Formatting,Large Integer,25_Q1,no_separators,45,191,4.2444444444444445,4.861530252405224,0.9637490920363522,1.0
Qwen/Qwen2.5-7B-Instruct,25,Number Formatting,Large Integer,25_Q2,comma_separators,46,192,4.173913043478261,4.863463521783092,0.9641323430932925,1.0
Qwen/Qwen2.5-7B-Instruct,25,Number Formatting,Large Integer,25_Q3,period_separators,46,192,4.173913043478261,4.847052923909973,0.9608791084163785,1.0
Qwen/Qwen2.5-7B-Instruct,25,Number Formatting,Large Integer,25_Q4,space_separators,46,192,4.173913043478261,4.847052923909973,0.9608791084163785,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,25,Number Formatting,Large Integer,25_Q1,no_separators,24,159,6.625,4.16829583405449,0.9812539928854526,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,25,Number Formatting,Large Integer,25_Q2,comma_separators,25,160,6.4,4.243856189774723,0.9819358620970592,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,25,Number Formatting,Large Integer,25_Q3,period_separators,25,160,6.4,4.243856189774723,0.9819358620970592,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,25,Number Formatting,Large Integer,25_Q4,space_separators,25,160,6.4,4.133660689688185,0.973100571185884,0.0
Qwen/Qwen2.5-0.5B-Instruct,25,Number Formatting,Large Integer,25_Q1,no_separators,45,191,4.2444444444444445,4.861530252405224,0.9637490920363522,0.0
Qwen/Qwen2.5-0.5B-Instruct,25,Number Formatting,Large Integer,25_Q2,comma_separators,46,192,4.173913043478261,4.863463521783092,0.9641323430932925,0.0
Qwen/Qwen2.5-0.5B-Instruct,25,Number Formatting,Large Integer,25_Q3,period_separators,46,192,4.173913043478261,4.847052923909973,0.9608791084163785,0.0
Qwen/Qwen2.5-0.5B-Instruct,25,Number Formatting,Large Integer,25_Q4,space_separators,46,192,4.173913043478261,4.847052923909973,0.9608791084163785,0.0
Qwen/Qwen2.5-7B-Instruct,26,Number Formatting,Scientific Notation,26_Q1,no_separators,50,183,3.66,4.256174630069641,0.8853464533149028,1.0
Qwen/Qwen2.5-7B-Instruct,26,Number Formatting,Scientific Notation,26_Q2,comma_separators,54,187,3.462962962962963,4.255003826984008,0.8851029091820866,1.0
Qwen/Qwen2.5-7B-Instruct,26,Number Formatting,Scientific Notation,26_Q3,scientific_notation,54,189,3.5,4.734157585890066,0.9468315171780132,0.0
Qwen/Qwen2.5-7B-Instruct,26,Number Formatting,Scientific Notation,26_Q4,computer_scientific_notation,46,179,3.891304347826087,4.733028739174396,0.9553575277691797,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,26,Number Formatting,Scientific Notation,26_Q1,no_separators,24,151,6.291666666666667,4.001629167387823,0.9790007451575364,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,26,Number Formatting,Scientific Notation,26_Q2,comma_separators,28,155,5.535714285714286,3.878783493486176,0.9489464844406196,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,26,Number Formatting,Scientific Notation,26_Q3,scientific_notation,34,157,4.617647058823529,4.322756958897398,0.969351551626289,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,26,Number Formatting,Scientific Notation,26_Q4,computer_scientific_notation,28,147,5.25,4.235926350629034,0.9801010700848855,0.0
Qwen/Qwen2.5-0.5B-Instruct,26,Number Formatting,Scientific Notation,26_Q1,no_separators,50,183,3.66,4.256174630069641,0.8853464533149028,1.0
Qwen/Qwen2.5-0.5B-Instruct,26,Number Formatting,Scientific Notation,26_Q2,comma_separators,54,187,3.462962962962963,4.255003826984008,0.8851029091820866,1.0
Qwen/Qwen2.5-0.5B-Instruct,26,Number Formatting,Scientific Notation,26_Q3,scientific_notation,54,189,3.5,4.734157585890066,0.9468315171780132,0.0
Qwen/Qwen2.5-0.5B-Instruct,26,Number Formatting,Scientific Notation,26_Q4,computer_scientific_notation,46,179,3.891304347826087,4.733028739174396,0.9553575277691797,0.0
Qwen/Qwen2.5-7B-Instruct,27,Number Formatting,Decimal Separator,27_Q1,period_decimal,44,180,4.090909090909091,4.75217217593812,0.9592216129939795,0.0
Qwen/Qwen2.5-7B-Instruct,27,Number Formatting,Decimal Separator,27_Q2,comma_decimal,44,180,4.090909090909091,4.769328710078198,0.9626846437390688,0.0
Qwen/Qwen2.5-7B-Instruct,27,Number Formatting,Decimal Separator,27_Q3,middle_dot_decimal,44,180,4.090909090909091,4.814783255532744,0.9629566511065487,0.0
Qwen/Qwen2.5-7B-Instruct,27,Number Formatting,Decimal Separator,27_Q4,space_decimal,44,180,4.090909090909091,4.75217217593812,0.9592216129939795,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,27,Number Formatting,Decimal Separator,27_Q1,period_decimal,23,148,6.434782608695652,4.088779347361362,0.9805402605435629,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,27,Number Formatting,Decimal Separator,27_Q2,comma_decimal,23,148,6.434782608695652,4.088779347361362,0.9805402605435629,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,27,Number Formatting,Decimal Separator,27_Q3,middle_dot_decimal,23,148,6.434782608695652,4.088779347361362,0.9805402605435629,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,27,Number Formatting,Decimal Separator,27_Q4,space_decimal,23,148,6.434782608695652,3.969001629875993,0.9710184004172845,0.0
Qwen/Qwen2.5-0.5B-Instruct,27,Number Formatting,Decimal Separator,27_Q1,period_decimal,44,180,4.090909090909091,4.75217217593812,0.9592216129939795,0.0
Qwen/Qwen2.5-0.5B-Instruct,27,Number Formatting,Decimal Separator,27_Q2,comma_decimal,44,180,4.090909090909091,4.769328710078198,0.9626846437390688,0.0
Qwen/Qwen2.5-0.5B-Instruct,27,Number Formatting,Decimal Separator,27_Q3,middle_dot_decimal,44,180,4.090909090909091,4.814783255532744,0.9629566511065487,0.0
Qwen/Qwen2.5-0.5B-Instruct,27,Number Formatting,Decimal Separator,27_Q4,space_decimal,44,180,4.090909090909091,4.75217217593812,0.9592216129939795,0.0
Qwen/Qwen2.5-7B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q1,standard_notation,46,207,4.5,4.993898304391787,0.9659517890488901,0.0
Qwen/Qwen2.5-7B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q2,caret_notation,47,208,4.425531914893617,5.036194639409547,0.9667414766849562,0.0
Qwen/Qwen2.5-7B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q3,multiplication_notation,48,210,4.375,4.93664134491358,0.9624427680447774,0.0
Qwen/Qwen2.5-7B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q4,python_power_notation,47,209,4.446808510638298,5.036194639409547,0.9667414766849562,0.0
Qwen/Qwen2.5-7B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q5,markdown_math,49,210,4.285714285714286,5.117474579286631,0.9682280302194737,0.0
Qwen/Qwen2.5-7B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q6,latex_environment,58,238,4.103448275862069,5.334454650703428,0.971339647498685,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q1,standard_notation,28,175,6.25,4.450212064914748,0.9837849261588978,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q2,caret_notation,29,176,6.068965517241379,4.513153408920675,0.984338128874732,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q3,multiplication_notation,30,178,5.933333333333334,4.415061012203069,0.9760142682010441,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q4,python_power_notation,29,177,6.103448275862069,4.513153408920675,0.984338128874732,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q5,markdown_math,31,178,5.741935483870968,4.631615665225586,0.985357954352678,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q6,latex_environment,40,206,5.15,4.921928094887363,0.9843856189774727,0.0
Qwen/Qwen2.5-0.5B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q1,standard_notation,46,207,4.5,4.993898304391787,0.9659517890488901,0.0
Qwen/Qwen2.5-0.5B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q2,caret_notation,47,208,4.425531914893617,5.036194639409547,0.9667414766849562,0.0
Qwen/Qwen2.5-0.5B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q3,multiplication_notation,48,210,4.375,4.93664134491358,0.9624427680447774,0.0
Qwen/Qwen2.5-0.5B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q4,python_power_notation,47,209,4.446808510638298,5.036194639409547,0.9667414766849562,0.0
Qwen/Qwen2.5-0.5B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q5,markdown_math,49,210,4.285714285714286,5.117474579286631,0.9682280302194737,0.0
Qwen/Qwen2.5-0.5B-Instruct,28,Mathematical Expressions,Quadratic Formula,28_Q6,latex_environment,58,238,4.103448275862069,5.334454650703428,0.971339647498685,0.0
Qwen/Qwen2.5-7B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q1,standard_notation,37,181,4.891891891891892,4.605006663558674,0.9579086084178028,1.0
Qwen/Qwen2.5-7B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q2,calculus_notation,37,168,4.54054054054054,4.605006663558674,0.9579086084178028,1.0
Qwen/Qwen2.5-7B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q3,prime_notation,35,164,4.685714285714286,4.490296503327814,0.9552928603674583,1.0
Qwen/Qwen2.5-7B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q4,no_parentheses,37,180,4.864864864864865,4.605006663558674,0.9579086084178028,1.0
Qwen/Qwen2.5-7B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q5,latex_notation,41,176,4.2926829268292686,4.81207571250588,0.962415142501176,1.0
Qwen/Qwen2.5-7B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q6,inline_latex,42,178,4.238095238095238,4.859828661431136,0.9634117688744768,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q1,standard_notation,19,149,7.842105263157895,3.8268748818646365,0.9795193359563683,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q2,calculus_notation,19,136,7.157894736842105,3.8268748818646365,0.9795193359563683,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q3,prime_notation,17,132,7.764705882352941,3.6168746059562227,0.977417518308649,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q4,no_parentheses,19,148,7.7894736842105265,3.8268748818646365,0.9795193359563683,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q5,latex_notation,23,144,6.260869565217392,4.1757358691004915,0.9830054434510415,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q6,inline_latex,24,146,6.083333333333333,4.251629167387823,0.9837343597681091,0.0
Qwen/Qwen2.5-0.5B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q1,standard_notation,37,181,4.891891891891892,4.605006663558674,0.9579086084178028,1.0
Qwen/Qwen2.5-0.5B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q2,calculus_notation,37,168,4.54054054054054,4.605006663558674,0.9579086084178028,0.0
Qwen/Qwen2.5-0.5B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q3,prime_notation,35,164,4.685714285714286,4.490296503327814,0.9552928603674583,0.0
Qwen/Qwen2.5-0.5B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q4,no_parentheses,37,180,4.864864864864865,4.605006663558674,0.9579086084178028,1.0
Qwen/Qwen2.5-0.5B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q5,latex_notation,41,176,4.2926829268292686,4.81207571250588,0.962415142501176,0.0
Qwen/Qwen2.5-0.5B-Instruct,29,Mathematical Expressions,Derivative Formula,29_Q6,inline_latex,42,178,4.238095238095238,4.859828661431136,0.9634117688744768,0.0
Qwen/Qwen2.5-7B-Instruct,3,Rare Character Sequences,Long Medical Term,3_Q1,original,52,220,4.230769230769231,5.270352641668012,0.9712671386151991,1.0
Qwen/Qwen2.5-7B-Instruct,3,Rare Character Sequences,Long Medical Term,3_Q2,split_components,46,225,4.891304347826087,5.0373765652613525,0.9669683576586116,0.0
Qwen/Qwen2.5-7B-Instruct,3,Rare Character Sequences,Long Medical Term,3_Q3,simplified,40,189,4.725,4.7628148954723555,0.9613698362107144,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,3,Rare Character Sequences,Long Medical Term,3_Q1,original,32,188,5.875,4.75,0.98806933896342,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,3,Rare Character Sequences,Long Medical Term,3_Q2,split_components,27,193,7.148148148148148,4.458591205867174,0.9856372586866322,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,3,Rare Character Sequences,Long Medical Term,3_Q3,simplified,22,157,7.136363636363637,4.095795255000932,0.9822227626598226,1.0
Qwen/Qwen2.5-0.5B-Instruct,3,Rare Character Sequences,Long Medical Term,3_Q1,original,52,220,4.230769230769231,5.270352641668012,0.9712671386151991,0.0
Qwen/Qwen2.5-0.5B-Instruct,3,Rare Character Sequences,Long Medical Term,3_Q2,split_components,46,225,4.891304347826087,5.0373765652613525,0.9669683576586116,1.0
Qwen/Qwen2.5-0.5B-Instruct,3,Rare Character Sequences,Long Medical Term,3_Q3,simplified,40,189,4.725,4.7628148954723555,0.9613698362107144,1.0
Qwen/Qwen2.5-7B-Instruct,30,Number Formatting,IP Address,30_Q1,standard_ip,49,192,3.9183673469387754,4.798910487971595,0.943281678454908,1.0
Qwen/Qwen2.5-7B-Instruct,30,Number Formatting,IP Address,30_Q2,space_separated_ip,49,192,3.9183673469387754,4.831760293572346,0.9497386898623226,1.0
Qwen/Qwen2.5-7B-Instruct,30,Number Formatting,IP Address,30_Q3,hyphen_separated_ip,49,192,3.9183673469387754,4.897987079242479,0.9549067702175169,1.0
Qwen/Qwen2.5-7B-Instruct,30,Number Formatting,IP Address,30_Q4,comma_separated_ip,49,192,3.9183673469387754,4.831760293572346,0.9497386898623226,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,30,Number Formatting,IP Address,30_Q1,standard_ip,27,160,5.925925925925926,4.208410187268527,0.9737344293735192,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,30,Number Formatting,IP Address,30_Q2,space_separated_ip,27,160,5.925925925925926,4.088220835496803,0.9624036244871523,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,30,Number Formatting,IP Address,30_Q3,hyphen_separated_ip,27,160,5.925925925925926,4.208410187268527,0.9737344293735192,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,30,Number Formatting,IP Address,30_Q4,comma_separated_ip,27,160,5.925925925925926,4.208410187268527,0.9737344293735192,1.0
Qwen/Qwen2.5-0.5B-Instruct,30,Number Formatting,IP Address,30_Q1,standard_ip,49,192,3.9183673469387754,4.798910487971595,0.943281678454908,1.0
Qwen/Qwen2.5-0.5B-Instruct,30,Number Formatting,IP Address,30_Q2,space_separated_ip,49,192,3.9183673469387754,4.831760293572346,0.9497386898623226,1.0
Qwen/Qwen2.5-0.5B-Instruct,30,Number Formatting,IP Address,30_Q3,hyphen_separated_ip,49,192,3.9183673469387754,4.897987079242479,0.9549067702175169,1.0
Qwen/Qwen2.5-0.5B-Instruct,30,Number Formatting,IP Address,30_Q4,comma_separated_ip,49,192,3.9183673469387754,4.831760293572346,0.9497386898623226,1.0
Qwen/Qwen2.5-7B-Instruct,31,Number Formatting,Financial Values,31_Q1,no_separators,57,230,4.035087719298246,5.028077681166017,0.9513141049553605,0.0
Qwen/Qwen2.5-7B-Instruct,31,Number Formatting,Financial Values,31_Q2,comma_separators,59,232,3.9322033898305087,5.003417575108835,0.9466484040236176,0.0
Qwen/Qwen2.5-7B-Instruct,31,Number Formatting,Financial Values,31_Q3,european_separators,59,232,3.9322033898305087,5.003417575108835,0.9466484040236176,0.0
Qwen/Qwen2.5-7B-Instruct,31,Number Formatting,Financial Values,31_Q4,abbreviated_notation,52,225,4.326923076923077,5.116506487821858,0.9680448669662934,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,31,Number Formatting,Financial Values,31_Q1,no_separators,35,198,5.6571428571428575,4.786425874087821,0.9852706049876443,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,31,Number Formatting,Financial Values,31_Q2,comma_separators,37,200,5.405405405405405,4.648510460165075,0.977627853035431,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,31,Number Formatting,Financial Values,31_Q3,european_separators,37,200,5.405405405405405,4.722966879142466,0.9824460552042996,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,31,Number Formatting,Financial Values,31_Q4,abbreviated_notation,34,193,5.676470588235294,4.675698135367986,0.9833456907740822,0.0
Qwen/Qwen2.5-0.5B-Instruct,31,Number Formatting,Financial Values,31_Q1,no_separators,57,230,4.035087719298246,5.028077681166017,0.9513141049553605,0.0
Qwen/Qwen2.5-0.5B-Instruct,31,Number Formatting,Financial Values,31_Q2,comma_separators,59,232,3.9322033898305087,5.003417575108835,0.9466484040236176,0.0
Qwen/Qwen2.5-0.5B-Instruct,31,Number Formatting,Financial Values,31_Q3,european_separators,59,232,3.9322033898305087,5.003417575108835,0.9466484040236176,0.0
Qwen/Qwen2.5-0.5B-Instruct,31,Number Formatting,Financial Values,31_Q4,abbreviated_notation,52,225,4.326923076923077,5.116506487821858,0.9680448669662934,0.0
Qwen/Qwen2.5-7B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q1,slash_notation,44,185,4.204545454545454,4.814783255532744,0.9629566511065487,0.0
Qwen/Qwen2.5-7B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q2,unicode_fraction,41,181,4.414634146341464,4.763295224701003,0.9614667902267756,0.0
Qwen/Qwen2.5-7B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q3,division_symbol,44,185,4.204545454545454,4.814783255532744,0.9629566511065487,0.0
Qwen/Qwen2.5-7B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q4,parentheses_fraction,46,189,4.108695652173913,4.863463521783092,0.9641323430932925,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q1,slash_notation,26,153,5.884615384615385,4.1619781796795525,0.9797667607340226,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q2,unicode_fraction,23,149,6.478260869565218,4.088779347361362,0.9805402605435629,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q3,division_symbol,26,153,5.884615384615385,4.1619781796795525,0.9797667607340226,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q4,parentheses_fraction,28,157,5.607142857142857,4.235926350629033,0.9801010700848852,0.0
Qwen/Qwen2.5-0.5B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q1,slash_notation,44,185,4.204545454545454,4.814783255532744,0.9629566511065487,0.0
Qwen/Qwen2.5-0.5B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q2,unicode_fraction,41,181,4.414634146341464,4.763295224701003,0.9614667902267756,0.0
Qwen/Qwen2.5-0.5B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q3,division_symbol,44,185,4.204545454545454,4.814783255532744,0.9629566511065487,0.0
Qwen/Qwen2.5-0.5B-Instruct,32,Mathematical Expressions,Fraction Notation,32_Q4,parentheses_fraction,46,189,4.108695652173913,4.863463521783092,0.9641323430932925,0.0
Qwen/Qwen2.5-7B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q1,uppercase_hex,42,203,4.833333333333333,4.812209613812088,0.9624419227624175,0.0
Qwen/Qwen2.5-7B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q2,lowercase_hex,42,203,4.833333333333333,4.812209613812088,0.9624419227624175,0.0
Qwen/Qwen2.5-7B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q3,c_style_hex,44,205,4.659090909090909,4.905692346441835,0.9642708948486727,0.0
Qwen/Qwen2.5-7B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q4,web_color_hex,42,204,4.857142857142857,4.812209613812088,0.9624419227624175,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q1,uppercase_hex,24,171,7.125,4.16829583405449,0.9812539928854526,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q2,lowercase_hex,24,171,7.125,4.16829583405449,0.9812539928854526,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q3,c_style_hex,26,173,6.653846153846154,4.315824333525706,0.9825847993461587,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q4,web_color_hex,24,172,7.166666666666667,4.16829583405449,0.9812539928854526,0.0
Qwen/Qwen2.5-0.5B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q1,uppercase_hex,42,203,4.833333333333333,4.812209613812088,0.9624419227624175,1.0
Qwen/Qwen2.5-0.5B-Instruct,33,Number Formatting,Hexadecimal Numbers,33_Q2,lowercase_hex,42,203,4.833333333333333,4.812209613812088,0.9624419227624175,1.0
